order_no,Product,Quantity
3372,Whale,3
3373,Bird,1
3374,Whale,2
3375,Whale,2
3376,Bird,4
3377,Elephant,4
3378,Tux,3
3379,Whale,3
3380,Tux,5
3381,Elephant,5
3382,Bird,3
3383,Tux,4
3384,Bird,3
3385,Elephant,3
3386,Whale,5
3387,Whale,3
3388,Bird,5
3389,Bird,2
3390,Tux,5
3391,Elephant,1
3392,Elephant,1
3393,Elephant,3
3394,Tux,5
3395,Whale,3
3396,Whale,5
3397,Bird,5
3398,Bird,1
3399,Whale,2
3400,Bird,3
3401,Whale,2
3402,Bird,4
3403,Whale,3
3404,Elephant,2
3405,Bird,2
3406,Bird,3
3407,Tux,2
3408,Whale,1
3409,Whale,3
3410,Bird,1
3411,Tux,1
3412,Whale,5
3413,Elephant,2
3414,Bird,4
3415,Tux,1
3416,Tux,1
3417,Bird,5
3418,Whale,1
3419,Tux,5
3420,Bird,5
3421,Elephant,5
3422,Bird,3
3423,Elephant,2
3424,Whale,2
3425,Tux,3
3426,Elephant,3
3427,Whale,4
3428,Bird,2
3429,Tux,5
3430,Whale,5
3431,Elephant,2
3432,Whale,3
3433,Whale,5
3434,Tux,5
3435,Elephant,3
3436,Whale,1
3437,Tux,5
3438,Elephant,1
3439,Bird,1
3440,Bird,5
3441,Elephant,1
3442,Bird,2
3443,Bird,4
3444,Tux,2
3445,Tux,5
3446,Bird,4
3447,Tux,4
3448,Bird,3
3449,Whale,5
3450,Bird,2
3451,Bird,5
3452,Tux,1
3453,Elephant,4
3454,Bird,5
3455,Whale,2
3456,Tux,2
3457,Bird,1
3458,Elephant,4
3459,Whale,5
3460,Tux,4
3461,Tux,1
3462,Whale,3
3463,Tux,3
3464,Bird,3
3465,Tux,5
3466,Elephant,1
3467,Bird,1
3468,Elephant,2
3469,Whale,5
3470,Whale,5
3471,Elephant,5
3472,Elephant,3
3473,Bird,1
3474,Elephant,3
3475,Tux,2
3476,Whale,3
3477,Whale,5
3478,Whale,1
3479,Whale,3
3480,Tux,5
3481,Bird,3
3482,Bird,1
3483,Elephant,4
3484,Tux,3
3485,Whale,5
3486,Tux,4
3487,Elephant,4
3488,Whale,5
3489,Whale,5
3490,Whale,1
3491,Tux,3
3492,Bird,2
3493,Whale,1
3494,Whale,4
3495,Bird,4
3496,Whale,2
3497,Elephant,5
3498,Whale,1
3499,Whale,3
3500,Elephant,1
3501,Bird,2
3502,Whale,3
3503,Elephant,3
3504,Tux,1
3505,Elephant,4
3506,Whale,4
3507,Tux,3
3508,Whale,1
3509,Whale,5
3510,Whale,2
3511,Whale,2
3512,Bird,3
3513,Whale,4
3514,Bird,3
3515,Tux,2
3516,Tux,5
3517,Bird,4
3518,Elephant,2
3519,Bird,4
3520,Tux,1
3521,Bird,5
3522,Whale,2
3523,Bird,1
3524,Tux,1
3525,Elephant,2
3526,Whale,2
3527,Bird,5
3528,Elephant,2
3529,Tux,4
3530,Tux,4
3531,Bird,4
3532,Tux,2
3533,Elephant,5
3534,Whale,2
3535,Whale,2
3536,Tux,1
3537,Bird,4
3538,Bird,5
3539,Whale,2
3540,Tux,2
3541,Elephant,3
3542,Bird,1
3543,Bird,3
3544,Elephant,5
3545,Elephant,2
3546,Bird,4
3547,Tux,3
3548,Whale,1
3549,Whale,1
3550,Tux,2
3551,Whale,1
3552,Bird,4
3553,Elephant,5
3554,Elephant,5
3555,Whale,4
3556,Whale,2
3557,Bird,3
3558,Elephant,4
3559,Tux,4
3560,Bird,5
3561,Tux,4
3562,Bird,5
3563,Bird,2
3564,Tux,3
3565,Elephant,5
3566,Elephant,1
3567,Whale,2
3568,Elephant,3
3569,Elephant,3
3570,Tux,5
3571,Bird,4
3572,Bird,3
3573,Bird,4
3574,Bird,1
3575,Tux,3
3576,Bird,4
3577,Elephant,3
3578,Elephant,3
3579,Bird,3
3580,Bird,4
3581,Bird,1
3582,Bird,2
3583,Tux,3
3584,Whale,4
3585,Elephant,3
3586,Elephant,3
3587,Whale,4
3588,Whale,5
3589,Whale,2
3590,Elephant,4
3591,Tux,5
3592,Whale,5
3593,Elephant,3
3594,Elephant,5
3595,Tux,4
3596,Elephant,3
3597,Elephant,3
3598,Tux,4
3599,Bird,1
3600,Bird,2
3601,Elephant,2
3602,Whale,2
3603,Elephant,1
3604,Bird,2
3605,Bird,5
3606,Elephant,2
3607,Bird,3
3608,Tux,2
3609,Bird,1
3610,Elephant,1
3611,Tux,4
3612,Elephant,4
3613,Bird,5
3614,Elephant,4
3615,Whale,4
3616,Bird,3
3617,Elephant,2
3618,Elephant,4
3619,Whale,4
3620,Whale,5
3621,Tux,5
3622,Bird,2
3623,Bird,2
3624,Whale,4
3625,Bird,3
3626,Elephant,2
3627,Tux,3
3628,Elephant,1
3629,Elephant,3
3630,Tux,5
3631,Bird,3
3632,Bird,1
3633,Bird,5
3634,Elephant,1
3635,Elephant,3
3636,Elephant,3
3637,Whale,5
3638,Bird,2
3639,Bird,1
3640,Bird,5
3641,Bird,4
3642,Whale,4
3643,Whale,3
3644,Bird,5
3645,Elephant,4
3646,Bird,2
3647,Bird,2
3648,Bird,5
3649,Tux,5
3650,Whale,1
3651,Whale,3
3652,Tux,5
3653,Bird,3
3654,Bird,3
3655,Whale,1
3656,Tux,5
3657,Elephant,5
3658,Whale,4
3659,Bird,3
3660,Whale,3
3661,Whale,5
3662,Elephant,3
3663,Whale,2
3664,Whale,5
3665,Elephant,3
3666,Elephant,1
3667,Bird,5
3668,Bird,4
3669,Elephant,4
3670,Bird,2
3671,Tux,2
3672,Bird,4
3673,Elephant,2
3674,Elephant,5
3675,Bird,3
3676,Whale,1
3677,Bird,2
3678,Bird,4
3679,Whale,5
3680,Elephant,1
3681,Elephant,1
3682,Whale,5
3683,Tux,4
3684,Elephant,2
3685,Elephant,5
3686,Whale,4
3687,Bird,2
3688,Whale,1
3689,Whale,2
3690,Elephant,5
3691,Elephant,2
3692,Tux,5
3693,Elephant,1
3694,Tux,3
3695,Bird,3
3696,Bird,2
3697,Whale,5
3698,Whale,2
3699,Whale,3
3700,Whale,4
3701,Whale,3
3702,Tux,5
3703,Bird,2
3704,Bird,2
3705,Elephant,1
3706,Elephant,3
3707,Bird,1
3708,Whale,2
3709,Elephant,1
3710,Tux,3
3711,Elephant,5
3712,Bird,5
3713,Elephant,3
3714,Bird,1
3715,Bird,3
3716,Tux,4
3717,Elephant,4
3718,Elephant,3
3719,Whale,5
3720,Tux,1
3721,Bird,5
3722,Bird,1
3723,Whale,5
3724,Elephant,3
3725,Elephant,4
3726,Elephant,1
3727,Whale,3
3728,Whale,5
3729,Elephant,2
3730,Bird,3
3731,Whale,2
3732,Tux,3
3733,Tux,4
3734,Elephant,5
3735,Bird,4
3736,Bird,2
3737,Whale,3
3738,Bird,4
3739,Elephant,1
3740,Tux,1
3741,Whale,4
3742,Elephant,4
3743,Tux,2
3744,Tux,5
3745,Elephant,3
3746,Tux,4
3747,Elephant,3
3748,Bird,1
3749,Whale,2
3750,Bird,5
3751,Tux,2
3752,Tux,1
3753,Whale,2
3754,Tux,3
3755,Tux,2
3756,Whale,5
3757,Bird,2
3758,Elephant,2
3759,Tux,3
3760,Tux,2
3761,Bird,5
3762,Whale,3
3763,Elephant,3
3764,Whale,3
3765,Bird,4
3766,Bird,4
3767,Bird,3
3768,Bird,4
3769,Tux,3
3770,Whale,5
3771,Tux,2
3772,Whale,5
3773,Elephant,4
3774,Tux,1
3775,Bird,1
3776,Elephant,4
3777,Whale,3
3778,Whale,4
3779,Bird,4
3780,Bird,5
3781,Whale,1
3782,Elephant,4
3783,Bird,5
3784,Bird,5
3785,Whale,3
3786,Elephant,5
3787,Elephant,4
3788,Bird,3
3789,Bird,3
3790,Elephant,3
3791,Whale,4
3792,Elephant,3
3793,Tux,2
3794,Elephant,5
3795,Tux,3
3796,Whale,1
3797,Whale,3
3798,Whale,4
3799,Elephant,3
3800,Tux,5
3801,Tux,2
3802,Bird,3
3803,Bird,3
3804,Whale,4
3805,Tux,5
3806,Tux,4
3807,Bird,5
3808,Bird,2
3809,Bird,4
3810,Elephant,2
3811,Whale,3
3812,Tux,2
3813,Bird,1
3814,Bird,3
3815,Tux,5
3816,Elephant,1
3817,Bird,5
3818,Whale,4
3819,Whale,5
3820,Whale,3
3821,Tux,3
3822,Bird,2
3823,Elephant,3
3824,Elephant,1
3825,Tux,1
3826,Bird,4
3827,Elephant,2
3828,Elephant,3
3829,Elephant,1
3830,Tux,1
3831,Elephant,4
3832,Whale,1
3833,Tux,3
3834,Elephant,4
3835,Whale,4
3836,Elephant,5
3837,Elephant,4
3838,Tux,5
3839,Tux,2
3840,Tux,4
3841,Bird,1
3842,Elephant,1
3843,Bird,4
3844,Elephant,5
3845,Tux,3
3846,Tux,3
3847,Elephant,1
3848,Elephant,3
3849,Whale,4
3850,Tux,2
3851,Bird,5
3852,Tux,1
3853,Bird,5
3854,Elephant,5
3855,Whale,3
3856,Elephant,2
3857,Tux,1
3858,Elephant,3
3859,Tux,5
3860,Bird,3
3861,Elephant,4
3862,Whale,1
3863,Whale,1
3864,Tux,2
3865,Whale,5
3866,Bird,3
3867,Whale,5
3868,Tux,4
3869,Tux,1
3870,Elephant,3
3871,Bird,2
3872,Elephant,4
3873,Elephant,3
3874,Bird,3
3875,Whale,3
3876,Whale,1
3877,Bird,5
3878,Bird,1
3879,Tux,5
3880,Tux,3
3881,Tux,2
3882,Bird,1
3883,Whale,5
3884,Whale,3
3885,Elephant,5
3886,Bird,1
3887,Elephant,1
3888,Tux,3
3889,Bird,4
3890,Tux,5
3891,Bird,3
3892,Bird,4
3893,Whale,2
3894,Whale,3
3895,Bird,3
3896,Elephant,2
3897,Whale,4
3898,Whale,3
3899,Tux,4
3900,Tux,3
3901,Bird,3
3902,Elephant,3
3903,Elephant,1
3904,Tux,4
3905,Whale,2
3906,Whale,2
3907,Elephant,5
3908,Whale,5
3909,Tux,2
3910,Whale,2
3911,Bird,1
3912,Bird,3
3913,Elephant,3
3914,Bird,2
3915,Elephant,2
3916,Elephant,1
3917,Elephant,2
3918,Whale,3
3919,Bird,4
3920,Whale,1
3921,Bird,5
3922,Tux,3
3923,Elephant,4
3924,Whale,1
3925,Elephant,5
3926,Bird,4
3927,Tux,5
3928,Whale,1
3929,Elephant,2
3930,Whale,2
3931,Whale,5
3932,Elephant,2
3933,Tux,3
3934,Whale,1
3935,Whale,5
3936,Whale,1
3937,Whale,4
3938,Bird,5
3939,Bird,5
3940,Elephant,2
3941,Bird,4
3942,Tux,1
3943,Whale,3
3944,Bird,4
3945,Bird,5
3946,Elephant,3
3947,Tux,1
3948,Bird,4
3949,Elephant,4
3950,Tux,2
3951,Elephant,5
3952,Bird,5
3953,Tux,3
3954,Whale,1
3955,Whale,5
3956,Bird,5
3957,Whale,3
3958,Bird,4
3959,Elephant,2
3960,Tux,2
3961,Whale,5
3962,Tux,5
3963,Tux,5
3964,Tux,3
3965,Whale,3
3966,Bird,3
3967,Elephant,3
3968,Elephant,2
3969,Elephant,1
3970,Whale,5
3971,Tux,3
3972,Tux,1
3973,Tux,2
3974,Elephant,5
3975,Bird,3
3976,Elephant,3
3977,Bird,2
3978,Tux,4
3979,Tux,5
3980,Elephant,4
3981,Elephant,3
3982,Whale,2
3983,Tux,2
3984,Tux,1
3985,Tux,4
3986,Elephant,1
3987,Tux,4
3988,Bird,1
3989,Elephant,3
3990,Bird,4
3991,Elephant,5
3992,Bird,1
3993,Elephant,4
3994,Tux,1
3995,Tux,2
3996,Bird,2
3997,Elephant,1
3998,Elephant,4
3999,Elephant,5
4000,Whale,2
4001,Elephant,3
4002,Elephant,3
4003,Elephant,2
4004,Elephant,1
4005,Whale,5
4006,Elephant,5
4007,Elephant,2
4008,Bird,2
4009,Whale,4
4010,Bird,3
4011,Bird,4
4012,Bird,5
4013,Bird,3
4014,Tux,4
4015,Tux,5
4016,Whale,2
4017,Whale,5
4018,Elephant,5
4019,Tux,5
4020,Tux,3
4021,Bird,2
4022,Elephant,2
4023,Bird,4
4024,Whale,5
4025,Tux,2
4026,Whale,3
4027,Elephant,3
4028,Tux,1
4029,Whale,5
4030,Whale,2
4031,Tux,2
4032,Whale,1
4033,Bird,5
4034,Bird,1
4035,Bird,3
4036,Bird,3
4037,Whale,5
4038,Bird,3
4039,Bird,3
4040,Elephant,4
4041,Whale,2
4042,Whale,3
4043,Tux,5
4044,Elephant,1
4045,Elephant,4
4046,Tux,5
4047,Tux,4
4048,Tux,5
4049,Elephant,3
4050,Bird,4
4051,Bird,2
4052,Tux,2
4053,Bird,5
4054,Tux,1
4055,Whale,2
4056,Bird,3
4057,Bird,1
4058,Bird,2
4059,Whale,5
4060,Bird,1
4061,Tux,5
4062,Whale,5
4063,Elephant,2
4064,Whale,5
4065,Elephant,1
4066,Tux,3
4067,Elephant,5
4068,Tux,4
4069,Elephant,3
4070,Tux,3
4071,Whale,4
4072,Tux,2
4073,Whale,5
4074,Bird,4
4075,Elephant,2
4076,Elephant,5
4077,Bird,1
4078,Elephant,3
4079,Bird,1
4080,Elephant,5
4081,Elephant,1
4082,Bird,2
4083,Elephant,2
4084,Bird,2
4085,Whale,2
4086,Whale,4
4087,Bird,2
4088,Tux,2
4089,Elephant,2
4090,Tux,1
4091,Whale,4
4092,Bird,1
4093,Tux,3
4094,Whale,5
4095,Bird,2
4096,Tux,1
4097,Bird,5
4098,Bird,3
4099,Tux,2
4100,Tux,5
4101,Bird,2
4102,Whale,1
4103,Tux,5
4104,Whale,4
4105,Bird,5
4106,Bird,5
4107,Whale,1
4108,Tux,1
4109,Tux,2
4110,Bird,2
4111,Whale,2
4112,Bird,1
4113,Whale,3
4114,Elephant,5
4115,Bird,5
4116,Bird,4
4117,Bird,4
4118,Bird,3
4119,Tux,5
4120,Bird,3
4121,Elephant,5
4122,Bird,2
4123,Bird,4
4124,Tux,5
4125,Bird,5
4126,Tux,4
4127,Whale,3
4128,Bird,2
4129,Tux,5
4130,Whale,4
4131,Bird,1
4132,Elephant,2
4133,Tux,3
4134,Tux,5
4135,Bird,3
4136,Whale,5
4137,Whale,2
4138,Bird,4
4139,Bird,4
4140,Tux,3
4141,Elephant,4
4142,Bird,5
4143,Whale,4
4144,Bird,2
4145,Bird,3
4146,Tux,4
4147,Tux,5
4148,Bird,1
4149,Bird,1
4150,Tux,2
4151,Bird,3
4152,Whale,2
4153,Bird,2
4154,Bird,2
4155,Whale,1
4156,Bird,5
4157,Bird,5
4158,Tux,5
4159,Elephant,1
4160,Bird,5
4161,Elephant,3
4162,Bird,2
4163,Tux,2
4164,Tux,2
4165,Whale,2
4166,Tux,1
4167,Bird,4
4168,Whale,1
4169,Whale,2
4170,Elephant,5
4171,Whale,1
4172,Whale,5
4173,Whale,5
4174,Tux,4
4175,Elephant,3
4176,Bird,5
4177,Elephant,5
4178,Tux,2
4179,Tux,1
4180,Bird,1
4181,Tux,3
4182,Bird,1
4183,Tux,2
4184,Whale,4
4185,Tux,3
4186,Tux,3
4187,Tux,1
4188,Whale,1
4189,Elephant,4
4190,Bird,2
4191,Whale,1
4192,Tux,1
4193,Tux,4
4194,Tux,1
4195,Whale,1
4196,Whale,4
4197,Tux,2
4198,Bird,1
4199,Tux,1
4200,Bird,2
4201,Elephant,3
4202,Tux,5
4203,Elephant,3
4204,Whale,1
4205,Bird,3
4206,Whale,2
4207,Elephant,4
4208,Bird,4
4209,Bird,1
4210,Bird,3
4211,Bird,5
4212,Elephant,5
4213,Whale,2
4214,Whale,4
4215,Elephant,4
4216,Tux,2
4217,Whale,1
4218,Tux,5
4219,Tux,2
4220,Bird,1
4221,Tux,5
4222,Elephant,1
4223,Bird,4
4224,Tux,1
4225,Bird,2
4226,Bird,1
4227,Elephant,3
4228,Tux,2
4229,Bird,1
4230,Tux,5
4231,Bird,1
4232,Elephant,5
4233,Elephant,2
4234,Bird,3
4235,Elephant,1
4236,Whale,3
4237,Elephant,2
4238,Tux,2
4239,Whale,3
4240,Tux,3
4241,Tux,2
4242,Elephant,5
4243,Elephant,2
4244,Elephant,4
4245,Whale,4
4246,Whale,2
4247,Whale,3
4248,Elephant,3
4249,Bird,4
4250,Tux,5
4251,Bird,1
4252,Tux,1
4253,Whale,2
4254,Tux,4
4255,Whale,1
4256,Bird,2
4257,Bird,3
4258,Bird,2
4259,Bird,5
4260,Whale,4
4261,Elephant,2
4262,Tux,4
4263,Elephant,3
4264,Whale,2
4265,Whale,5
4266,Elephant,3
4267,Tux,1
4268,Elephant,1
4269,Elephant,3
4270,Whale,5
4271,Bird,2
4272,Elephant,2
4273,Whale,2
4274,Whale,5
4275,Whale,2
4276,Elephant,2
4277,Whale,4
4278,Elephant,1
4279,Whale,5
4280,Tux,5
4281,Tux,2
4282,Whale,5
4283,Bird,2
4284,Bird,1
4285,Tux,1
4286,Whale,3
4287,Tux,1
4288,Bird,3
4289,Tux,4
4290,Tux,3
4291,Bird,2
4292,Whale,1
4293,Elephant,2
4294,Whale,1
4295,Elephant,4
4296,Tux,3
4297,Tux,4
4298,Whale,1
4299,Elephant,2
4300,Tux,3
4301,Tux,5
4302,Tux,4
4303,Elephant,2
4304,Elephant,2
4305,Whale,4
4306,Tux,2
4307,Tux,1
4308,Whale,5
4309,Whale,1
4310,Tux,4
4311,Elephant,1
4312,Bird,1
4313,Elephant,3
4314,Whale,3
4315,Elephant,5
4316,Bird,5
4317,Tux,5
4318,Tux,5
4319,Whale,5
4320,Elephant,2
4321,Tux,1
4322,Elephant,4
4323,Whale,5
4324,Bird,1
4325,Elephant,2
4326,Elephant,4
4327,Tux,1
4328,Whale,5
4329,Bird,3
4330,Tux,2
4331,Whale,5
4332,Tux,2
4333,Tux,5
4334,Whale,5
4335,Elephant,3
4336,Whale,3
4337,Bird,3
4338,Bird,2
4339,Tux,1
4340,Elephant,5
4341,Tux,2
4342,Tux,5
4343,Whale,5
4344,Whale,2
4345,Bird,5
4346,Elephant,3
4347,Elephant,2
4348,Tux,2
4349,Tux,3
4350,Elephant,3
4351,Elephant,1
4352,Whale,4
4353,Whale,5
4354,Bird,1
4355,Elephant,3
4356,Elephant,3
4357,Bird,5
4358,Tux,2
4359,Bird,1
4360,Whale,4
4361,Whale,1
4362,Tux,3
4363,Whale,1
4364,Tux,3
4365,Elephant,4
4366,Whale,5
4367,Whale,1
4368,Bird,4
4369,Tux,2
4370,Tux,1
4371,Tux,3
4372,Bird,3
4373,Elephant,4
4374,Whale,3
4375,Whale,2
4376,Tux,2
4377,Tux,1
4378,Elephant,1
4379,Whale,5
4380,Elephant,2
4381,Bird,5
4382,Whale,4
4383,Whale,5
4384,Whale,2
4385,Elephant,3
4386,Whale,2
4387,Whale,4
4388,Tux,3
4389,Whale,5
4390,Bird,5
4391,Elephant,1
4392,Elephant,4
4393,Tux,1
4394,Elephant,4
4395,Bird,4
4396,Whale,2
4397,Whale,4
4398,Whale,3
4399,Bird,5
4400,Elephant,1
4401,Elephant,3
4402,Whale,4
4403,Bird,5
4404,Bird,1
4405,Tux,4
4406,Elephant,5
4407,Elephant,1
4408,Tux,2
4409,Tux,2
4410,Elephant,3
4411,Whale,1
4412,Bird,5
4413,Whale,5
4414,Whale,1
4415,Tux,1
4416,Elephant,3
4417,Elephant,1
4418,Bird,1
4419,Elephant,4
4420,Elephant,4
4421,Whale,1
4422,Elephant,3
4423,Tux,4
4424,Whale,2
4425,Tux,5
4426,Bird,5
4427,Whale,1
4428,Whale,1
4429,Bird,4
4430,Bird,5
4431,Bird,4
4432,Elephant,2
4433,Elephant,2
4434,Tux,3
4435,Whale,2
4436,Bird,3
4437,Whale,3
4438,Tux,1
4439,Elephant,4
4440,Bird,4
4441,Elephant,4
4442,Bird,4
4443,Elephant,4
4444,Whale,4
4445,Tux,5
4446,Tux,5
4447,Elephant,2
4448,Tux,5
4449,Tux,3
4450,Elephant,3
4451,Bird,4
4452,Bird,1
4453,Elephant,5
4454,Bird,2
4455,Bird,4
4456,Tux,2
4457,Bird,1
4458,Bird,1
4459,Whale,4
4460,Tux,3
4461,Whale,2
4462,Whale,2
4463,Tux,2
4464,Tux,3
4465,Elephant,1
4466,Whale,2
4467,Tux,5
4468,Bird,1
4469,Bird,2
4470,Bird,1
4471,Whale,1
4472,Whale,1
4473,Tux,3
4474,Elephant,4
4475,Elephant,4
4476,Elephant,1
4477,Tux,1
4478,Whale,2
4479,Tux,1
4480,Tux,2
4481,Tux,3
4482,Tux,2
4483,Tux,2
4484,Bird,4
4485,Elephant,1
4486,Bird,5
4487,Tux,2
4488,Whale,2
4489,Whale,1
4490,Elephant,4
4491,Whale,5
4492,Bird,1
4493,Tux,1
4494,Bird,2
4495,Elephant,4
4496,Tux,3
4497,Whale,1
4498,Elephant,2
4499,Bird,5
4500,Bird,2
4501,Elephant,5
4502,Bird,5
4503,Whale,3
4504,Whale,1
4505,Bird,4
4506,Elephant,2
4507,Bird,2
4508,Tux,3
4509,Tux,3
4510,Bird,3
4511,Bird,1
4512,Bird,3
4513,Whale,3
4514,Whale,2
4515,Tux,3
4516,Elephant,4
4517,Bird,2
4518,Elephant,5
4519,Bird,2
4520,Tux,5
4521,Bird,4
4522,Tux,5
4523,Whale,1
4524,Bird,5
4525,Elephant,1
4526,Elephant,4
4527,Bird,1
4528,Tux,1
4529,Bird,3
4530,Whale,3
4531,Tux,3
4532,Whale,3
4533,Bird,2
4534,Elephant,4
4535,Whale,4
4536,Bird,1
4537,Whale,5
4538,Elephant,4
4539,Bird,3
4540,Bird,2
4541,Elephant,2
4542,Elephant,5
4543,Whale,1
4544,Elephant,5
4545,Elephant,4
4546,Tux,3
4547,Tux,4
4548,Elephant,1
4549,Bird,3
4550,Bird,2
4551,Elephant,3
4552,Whale,3
4553,Elephant,1
4554,Bird,5
4555,Elephant,2
4556,Elephant,4
4557,Bird,1
4558,Bird,4
4559,Whale,3
4560,Bird,2
4561,Tux,2
4562,Bird,2
4563,Elephant,2
4564,Bird,5
4565,Elephant,5
4566,Bird,3
4567,Whale,4
4568,Bird,3
4569,Elephant,4
4570,Bird,2
4571,Bird,5
4572,Elephant,4
4573,Bird,1
4574,Bird,4
4575,Elephant,1
4576,Elephant,3
4577,Tux,3
4578,Whale,5
4579,Whale,4
4580,Tux,4
4581,Elephant,1
4582,Bird,1
4583,Whale,5
4584,Tux,5
4585,Elephant,1
4586,Elephant,1
4587,Elephant,2
4588,Tux,3
4589,Elephant,4
4590,Tux,5
4591,Elephant,4
4592,Whale,3
4593,Tux,3
4594,Whale,4
4595,Bird,3
4596,Tux,5
4597,Whale,2
4598,Bird,3
4599,Tux,2
4600,Elephant,1
4601,Whale,2
4602,Elephant,5
4603,Elephant,5
4604,Tux,5
4605,Bird,4
4606,Tux,4
4607,Elephant,2
4608,Bird,5
4609,Tux,4
4610,Whale,2
4611,Whale,5
4612,Elephant,3
4613,Elephant,3
4614,Elephant,2
4615,Elephant,2
4616,Whale,5
4617,Elephant,2
4618,Elephant,2
4619,Whale,4
4620,Tux,5
4621,Elephant,2
4622,Whale,4
4623,Elephant,4
4624,Elephant,2
4625,Elephant,1
4626,Bird,4
4627,Whale,4
4628,Bird,5
4629,Whale,5
4630,Elephant,2
4631,Tux,1
4632,Bird,1
4633,Tux,4
4634,Elephant,4
4635,Elephant,1
4636,Elephant,4
4637,Tux,4
4638,Elephant,2
4639,Tux,2
4640,Bird,3
4641,Elephant,1
4642,Whale,3
4643,Whale,5
4644,Whale,5
4645,Tux,5
4646,Whale,3
4647,Bird,3
4648,Tux,1
4649,Tux,3
4650,Whale,5
4651,Whale,4
4652,Bird,4
4653,Bird,5
4654,Elephant,5
4655,Whale,2
4656,Bird,1
4657,Bird,3
4658,Elephant,5
4659,Bird,5
4660,Whale,2
4661,Whale,4
4662,Elephant,2
4663,Bird,3
4664,Tux,4
4665,Elephant,1
4666,Tux,1
4667,Bird,3
4668,Elephant,5
4669,Bird,4
4670,Elephant,2
4671,Elephant,5
4672,Bird,4
4673,Tux,1
4674,Whale,4
4675,Tux,3
4676,Bird,5
4677,Whale,1
4678,Bird,2
4679,Elephant,1
4680,Whale,5
4681,Elephant,3
4682,Elephant,1
4683,Tux,2
4684,Elephant,5
4685,Tux,5
4686,Bird,5
4687,Tux,4
4688,Tux,1
4689,Bird,5
4690,Tux,3
4691,Elephant,4
4692,Tux,2
4693,Bird,1
4694,Elephant,3
4695,Bird,4
4696,Tux,3
4697,Tux,2
4698,Bird,2
4699,Whale,4
4700,Tux,3
4701,Tux,3
4702,Elephant,1
4703,Bird,4
4704,Whale,3
4705,Tux,4
4706,Whale,2
4707,Bird,3
4708,Bird,2
4709,Bird,4
4710,Elephant,5
4711,Whale,1
4712,Whale,4
4713,Elephant,3
4714,Tux,1
4715,Whale,4
4716,Elephant,2
4717,Whale,4
4718,Elephant,4
4719,Tux,1
4720,Elephant,1
4721,Whale,3
4722,Whale,3
4723,Bird,5
4724,Tux,2
4725,Elephant,1
4726,Elephant,2
4727,Tux,3
4728,Bird,3
4729,Bird,1
4730,Tux,2
4731,Bird,4
4732,Tux,3
4733,Tux,3
4734,Bird,2
4735,Bird,1
4736,Tux,4
4737,Elephant,5
4738,Bird,4
4739,Bird,3
4740,Elephant,1
4741,Tux,5
4742,Whale,2
4743,Tux,3
4744,Tux,3
4745,Bird,3
4746,Bird,3
4747,Bird,3
4748,Bird,4
4749,Tux,1
4750,Bird,1
4751,Elephant,2
4752,Tux,3
4753,Elephant,5
4754,Bird,2
4755,Elephant,1
4756,Tux,1
4757,Elephant,2
4758,Tux,4
4759,Whale,3
4760,Bird,4
4761,Whale,4
4762,Tux,2
4763,Tux,5
4764,Whale,5
4765,Bird,3
4766,Elephant,3
4767,Elephant,2
4768,Whale,1
4769,Elephant,5
4770,Bird,4
4771,Bird,3
4772,Tux,1
4773,Bird,2
4774,Whale,1
4775,Elephant,3
4776,Whale,1
4777,Whale,1
4778,Bird,4
4779,Elephant,1
4780,Elephant,4
4781,Whale,2
4782,Elephant,3
4783,Whale,1
4784,Tux,3
4785,Bird,4
4786,Bird,4
4787,Whale,5
4788,Tux,3
4789,Tux,3
4790,Bird,4
4791,Bird,2
4792,Whale,1
4793,Tux,2
4794,Bird,1
4795,Elephant,3
4796,Elephant,5
4797,Elephant,3
4798,Whale,5
4799,Whale,3
4800,Whale,4
4801,Whale,1
4802,Whale,3
4803,Tux,1
4804,Tux,4
4805,Bird,2
4806,Elephant,1
4807,Elephant,1
4808,Elephant,3
4809,Tux,4
4810,Elephant,3
4811,Elephant,2
4812,Elephant,1
4813,Tux,3
4814,Whale,2
4815,Elephant,1
4816,Tux,2
4817,Tux,1
4818,Bird,4
4819,Tux,4
4820,Bird,4
4821,Tux,2
4822,Tux,2
4823,Whale,1
4824,Bird,4
4825,Whale,4
4826,Tux,5
4827,Elephant,5
4828,Tux,4
4829,Elephant,2
4830,Elephant,2
4831,Bird,4
4832,Elephant,1
4833,Bird,3
4834,Tux,3
4835,Whale,3
4836,Tux,4
4837,Elephant,3
4838,Whale,1
4839,Bird,1
4840,Tux,1
4841,Bird,1
4842,Bird,1
4843,Bird,1
4844,Whale,1
4845,Whale,5
4846,Whale,1
4847,Whale,1
4848,Tux,3
4849,Elephant,2
4850,Bird,1
4851,Bird,2
4852,Whale,4
4853,Tux,4
4854,Elephant,5
4855,Tux,1
4856,Tux,1
4857,Whale,3
4858,Whale,2
4859,Elephant,1
4860,Bird,2
4861,Tux,4
4862,Bird,5
4863,Bird,2
4864,Tux,4
4865,Elephant,2
4866,Tux,3
4867,Bird,1
4868,Tux,1
4869,Whale,1
4870,Tux,2
4871,Bird,2
4872,Tux,1
4873,Elephant,4
4874,Bird,5
4875,Elephant,4
4876,Elephant,4
4877,Whale,1
4878,Bird,2
4879,Elephant,2
4880,Tux,4
4881,Elephant,1
4882,Tux,2
